Latitude (decimal degrees): 67.554
Longitude (decimal degrees): 133.390
Elevation (m): 141.0
month,year
1,2019
2,2005
3,2016
4,2008
5,2017
6,2010
7,2010
8,2009
9,2008
10,2013
11,2013
12,2017
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20160313:2100,-33.13,73.95,0.0,-0.0,0.0,152.5,1.03,210.0,100818.0
20160313:2200,-33.91,73.4,1.3,0.0,1.3,145.2,0.97,214.0,100828.0
20160313:2300,-34.19,72.8,49.85,212.57,24.55,146.35,0.83,226.0,100867.0
20160314:0000,-31.83,69.9,137.6,430.89,47.55,144.8,0.41,223.0,100896.0
20160314:0100,-28.42,65.8,220.1,575.61,61.75,145.05,0.48,226.0,100906.0
20160314:0200,-25.62,63.4,286.6,671.74,71.85,149.4,0.41,234.0,100896.0
20160314:0300,-23.78,62.0,308.5,640.97,90.75,148.85,0.34,242.0,100877.0
20160314:0400,-22.25,60.9,340.65,806.57,71.4,146.9,0.28,256.0,100867.0
20160314:0500,-21.31,60.2,318.9,830.21,67.85,146.7,0.21,271.0,100818.0
20160314:0600,-20.8,59.75,267.25,830.83,61.55,147.7,0.21,302.0,100808.0
20160314:0700,-21.44,61.15,191.3,806.65,51.65,146.55,0.34,339.0,100788.0
20160314:0800,-21.86,64.2,102.45,796.77,35.45,145.0,0.34,356.0,100798.0
20160314:0900,-22.35,62.9,0.0,-0.0,0.0,143.85,0.41,1.0,100798.0
20160314:1000,-23.17,65.85,0.0,-0.0,0.0,143.25,0.48,355.0,100818.0
20160314:1100,-24.09,68.7,0.0,-0.0,0.0,142.5,0.55,333.0,100808.0
20160314:1200,-25.02,71.2,0.0,-0.0,0.0,141.3,0.69,317.0,100808.0
20160314:1300,-25.96,73.55,0.0,-0.0,0.0,140.15,0.76,309.0,100818.0
20160314:1400,-26.9,75.45,0.0,-0.0,0.0,139.2,0.83,306.0,100798.0
20160314:1500,-27.79,76.35,0.0,-0.0,0.0,138.05,0.76,304.0,100778.0
20160314:1600,-28.58,75.85,0.0,-0.0,0.0,137.45,0.76,298.0,100798.0
20160314:1700,-29.26,75.35,0.0,-0.0,0.0,137.65,0.76,288.0,100788.0
20160314:1800,-29.98,74.85,0.0,-0.0,0.0,136.1,0.76,280.0,100759.0
20160314:1900,-32.4,73.4,0.0,-0.0,0.0,135.15,0.83,258.0,100778.0
20160314:2000,-33.72,72.5,0.0,-0.0,0.0,145.75,0.76,248.0,100769.0
20160314:2100,-35.12,71.95,0.0,-0.0,0.0,141.15,0.76,236.0,100769.0
20160314:2200,-36.44,71.75,1.9,0.0,1.9,139.95,0.9,228.0,100739.0
20160314:2300,-36.87,71.15,54.7,224.87,26.4,142.1,0.76,232.0,100837.0
20160315:0000,-34.79,69.5,139.35,395.77,53.95,141.3,0.41,221.0,100788.0
20160315:0100,-31.27,65.65,218.2,493.57,79.1,141.75,0.41,223.0,100798.0
20160315:0200,-28.24,66.2,293.7,657.65,79.1,142.5,0.34,229.0,100788.0
20160315:0300,-25.87,64.1,339.25,767.56,73.5,139.6,0.28,233.0,100769.0
20160315:0400,-24.15,63.8,350.65,812.01,74.4,140.95,0.21,220.0,100749.0
20160315:0500,-23.25,62.8,329.1,840.91,69.55,140.95,0.14,203.0,100700.0
20160315:0600,-22.73,62.1,277.05,846.59,62.25,141.3,0.14,182.0,100670.0
20160315:0700,-23.29,61.55,199.55,818.25,52.95,140.75,0.21,224.0,100641.0
20160315:0800,-23.55,61.05,109.6,806.78,36.95,139.8,0.07,212.0,100651.0
20160315:0900,-24.02,62.55,0.0,-0.0,0.0,138.6,0.0,149.0,100641.0
20160315:1000,-24.47,64.55,0.0,-0.0,0.0,138.45,0.14,199.0,100680.0
20160315:1100,-24.99,66.7,0.0,-0.0,0.0,138.25,0.28,210.0,100670.0
20160315:1200,-25.65,69.25,0.0,-0.0,0.0,138.05,0.41,215.0,100660.0
20160315:1300,-26.53,71.9,0.0,-0.0,0.0,137.65,0.48,217.0,100680.0
20160315:1400,-27.65,75.35,0.0,-0.0,0.0,137.85,0.48,206.0,100660.0
20160315:1500,-28.82,75.65,0.0,-0.0,0.0,137.45,0.55,200.0,100660.0
20160315:1600,-30.06,74.85,0.0,-0.0,0.0,137.65,0.62,197.0,100660.0
20160315:1700,-31.22,74.2,0.0,-0.0,0.0,136.9,0.69,199.0,100641.0
20160315:1800,-32.3,73.5,0.0,-0.0,0.0,135.75,0.83,198.0,100631.0
20160315:1900,-34.49,72.95,0.0,-0.0,0.0,134.55,0.97,201.0,100641.0
20160315:2000,-35.65,72.15,0.0,-0.0,0.0,134.75,0.9,206.0,100631.0
20160315:2100,-36.44,71.5,0.0,-0.0,0.0,136.7,0.83,206.0,100651.0
20160315:2200,-37.26,71.05,2.75,0.0,2.75,138.05,0.83,207.0,100690.0
20160315:2300,-37.11,70.65,59.05,244.18,26.65,141.7,0.55,218.0,100670.0
20160316:0000,-35.0,72.05,135.3,362.8,54.55,145.55,0.41,210.0,100680.0
20160316:0100,-31.47,66.25,213.05,431.31,88.6,145.4,0.34,205.0,100641.0
20160316:0200,-28.18,64.3,305.7,694.44,74.5,139.6,0.28,206.0,100641.0
20160316:0300,-25.74,64.2,350.0,785.74,72.85,139.2,0.21,203.0,100601.0
20160316:0400,-24.1,63.7,360.85,837.05,70.75,139.4,0.14,163.0,100572.0
20160316:0500,-23.02,62.6,338.0,857.1,68.1,140.95,0.07,111.0,100493.0
20160316:0600,-22.42,61.9,285.2,857.79,62.3,141.9,0.21,69.0,100444.0
20160316:0700,-22.92,61.3,207.8,836.7,52.85,141.3,0.34,85.0,100424.0
20160316:0800,-23.31,64.55,116.3,817.7,37.8,140.95,0.62,66.0,100405.0
20160316:0900,-24.34,65.65,0.0,-0.0,0.0,139.95,0.69,59.0,100395.0
20160316:1000,-24.94,66.8,0.0,-0.0,0.0,139.95,0.55,52.0,100375.0
20160316:1100,-25.74,69.2,0.0,-0.0,0.0,139.8,0.48,36.0,100375.0
20160316:1200,-26.62,71.7,0.0,-0.0,0.0,139.4,0.41,30.0,100365.0
20160316:1300,-27.5,74.05,0.0,-0.0,0.0,139.4,0.28,7.0,100326.0
20160316:1400,-28.46,75.9,0.0,-0.0,0.0,138.8,0.21,312.0,100336.0
20160316:1500,-29.4,75.3,0.0,-0.0,0.0,138.45,0.14,274.0,100316.0
20160316:1600,-30.27,74.7,0.0,-0.0,0.0,138.05,0.14,238.0,100277.0
20160316:1700,-31.02,74.25,0.0,-0.0,0.0,137.85,0.28,224.0,100257.0
20160316:1800,-31.8,73.75,0.0,-0.0,0.0,137.25,0.48,222.0,100228.0
20160316:1900,-33.54,72.7,0.0,-0.0,0.0,139.6,0.69,210.0,100218.0
20160316:2000,-34.46,72.25,0.0,-0.0,0.0,139.4,0.76,210.0,100218.0
20160316:2100,-35.31,71.65,0.0,-0.0,0.0,138.6,0.76,214.0,100198.0
20160316:2200,-36.15,71.45,3.7,0.0,3.7,143.85,0.76,223.0,100228.0
20160316:2300,-35.99,71.3,66.75,255.85,31.05,144.0,0.62,241.0,100188.0
20160317:0000,-33.63,70.5,159.3,435.76,59.35,144.8,0.48,218.0,100228.0
20160317:0100,-30.05,66.05,234.45,519.05,81.2,145.2,0.48,213.0,100208.0
20160317:0200,-27.23,64.75,310.55,674.59,81.5,144.2,0.41,212.0,100179.0
20160317:0300,-24.81,62.9,361.1,811.78,69.5,142.1,0.34,198.0,100159.0
20160317:0400,-23.04,61.6,368.65,843.79,70.85,145.35,0.28,188.0,100110.0
20160317:0500,-21.78,60.7,344.35,857.75,68.9,148.05,0.07,150.0,100031.0
20160317:0600,-21.04,59.85,291.4,862.32,62.05,150.2,0.21,122.0,99992.0
20160317:0700,-20.97,59.5,213.85,841.23,53.0,150.4,0.34,133.0,99952.0
20160317:0800,-21.32,67.9,121.85,815.15,38.75,150.6,0.34,120.0,99982.0
20160317:0900,-21.55,60.15,14.55,0.0,14.55,149.4,0.07,2.0,99982.0
20160317:1000,-22.21,62.45,0.0,-0.0,0.0,148.85,0.34,336.0,99992.0
20160317:1100,-23.23,65.45,0.0,-0.0,0.0,149.4,0.41,327.0,100002.0
20160317:1200,-24.29,68.35,0.0,-0.0,0.0,149.05,0.41,317.0,99992.0
20160317:1300,-25.3,70.75,0.0,-0.0,0.0,152.3,0.41,315.0,99992.0
20160317:1400,-26.13,72.25,0.0,-0.0,0.0,155.6,0.48,304.0,99952.0
20160317:1500,-26.77,72.8,0.0,-0.0,0.0,157.9,0.62,290.0,99933.0
20160317:1600,-27.29,73.0,0.0,-0.0,0.0,161.4,0.69,277.0,99903.0
20160317:1700,-27.7,72.6,0.0,-0.0,0.0,168.5,0.76,267.0,99884.0
20160317:1800,-28.07,72.0,0.0,-0.0,0.0,177.0,0.76,261.0,99854.0
20160317:1900,-30.69,75.15,0.0,-0.0,0.0,179.7,0.9,243.0,99874.0
20160317:2000,-31.33,74.7,0.0,-0.0,0.0,188.0,1.03,240.0,99884.0
20160317:2100,-31.36,74.25,0.0,-0.0,0.0,191.85,1.1,236.0,99864.0
20160317:2200,-31.0,74.35,5.6,0.0,5.6,196.65,1.03,234.0,99884.0
20160317:2300,-30.09,73.75,49.8,19.81,46.9,191.65,0.83,223.0,99893.0
20160318:0000,-27.51,68.35,115.7,69.66,99.25,195.1,0.62,222.0,99903.0
20160318:0100,-24.39,64.55,207.65,273.88,124.95,187.25,0.69,223.0,99923.0
20160318:0200,-21.87,62.1,283.35,449.54,127.75,172.75,0.76,225.0,99913.0
20160318:0300,-19.79,60.3,311.75,430.16,154.45,179.9,0.76,228.0,99903.0
20160318:0400,-18.25,58.9,320.6,463.3,154.15,182.2,0.83,222.0,99913.0
20160318:0500,-17.21,57.9,295.9,456.55,146.45,181.6,0.76,210.0,99874.0
20160318:0600,-16.59,57.9,238.85,358.18,141.4,188.75,0.76,200.0,99923.0
20160318:0700,-16.88,60.65,173.9,326.81,109.45,192.25,0.83,201.0,99884.0
20160318:0800,-17.33,63.35,105.95,371.71,65.85,177.0,1.17,194.0,99952.0
20160318:0900,-18.54,66.85,18.3,0.0,18.3,163.3,1.38,197.0,100002.0
20160318:1000,-20.19,69.35,0.0,-0.0,0.0,163.9,1.59,209.0,100070.0
20160318:1100,-21.53,70.45,0.0,-0.0,0.0,165.05,1.59,214.0,100149.0
20160318:1200,-22.54,71.45,0.0,-0.0,0.0,166.6,1.45,211.0,100149.0
20160318:1300,-23.52,72.5,0.0,-0.0,0.0,164.1,1.38,204.0,100149.0
20160318:1400,-24.64,73.85,0.0,-0.0,0.0,158.85,1.31,200.0,100198.0
20160318:1500,-25.47,74.95,0.0,-0.0,0.0,155.8,1.24,193.0,100238.0
20160318:1600,-25.56,75.5,0.0,-0.0,0.0,155.0,1.17,186.0,100277.0
20160318:1700,-26.22,76.7,0.0,-0.0,0.0,153.3,1.1,182.0,100346.0
20160318:1800,-26.8,77.75,0.0,-0.0,0.0,152.3,1.1,185.0,100365.0
20160318:1900,-28.59,78.1,0.0,-0.0,0.0,149.25,1.31,194.0,100454.0
20160318:2000,-30.14,76.9,0.0,-0.0,0.0,150.4,1.31,202.0,100493.0
20160318:2100,-31.13,75.95,0.0,-0.0,0.0,149.05,1.17,198.0,100572.0
20160318:2200,-31.93,74.9,10.35,78.19,5.75,151.35,1.03,194.0,100641.0
20160318:2300,-30.65,74.9,80.75,302.15,34.45,150.95,0.76,212.0,100690.0
20160319:0000,-27.85,76.35,174.6,490.24,55.5,150.95,0.69,216.0,100710.0
20160319:0100,-24.33,69.8,259.7,611.87,70.85,153.3,0.62,202.0,100769.0
20160319:0200,-21.44,65.7,336.05,758.7,68.45,148.45,0.69,198.0,100808.0
20160319:0300,-19.21,62.8,377.75,825.38,70.6,150.2,0.62,196.0,100798.0
20160319:0400,-17.47,60.6,386.6,863.66,70.85,151.75,0.62,190.0,100778.0
20160319:0500,-16.19,59.25,362.7,881.91,68.55,153.85,0.55,184.0,100769.0
20160319:0600,-15.4,58.55,308.65,882.27,63.25,155.4,0.48,176.0,100788.0
20160319:0700,-15.69,59.35,229.95,863.93,54.4,155.0,0.55,159.0,100788.0
20160319:0800,-15.96,58.6,136.1,839.19,40.6,154.8,0.34,147.0,100798.0
20160319:0900,-16.41,60.35,17.9,0.0,17.9,153.3,0.14,160.0,100818.0
20160319:1000,-16.88,62.5,0.0,-0.0,0.0,152.9,0.14,224.0,100867.0
20160319:1100,-17.7,65.45,0.0,-0.0,0.0,152.9,0.34,231.0,100887.0
20160319:1200,-18.93,69.0,0.0,-0.0,0.0,152.7,0.48,213.0,100887.0
20160319:1300,-20.27,72.45,0.0,-0.0,0.0,152.9,0.62,193.0,100877.0
20160319:1400,-21.51,75.4,0.0,-0.0,0.0,152.7,0.76,188.0,100896.0
20160319:1500,-22.64,77.95,0.0,-0.0,0.0,152.7,0.83,186.0,100916.0
20160319:1600,-23.68,79.3,0.0,-0.0,0.0,152.9,0.97,182.0,100926.0
20160319:1700,-24.62,78.7,0.0,-0.0,0.0,152.5,0.97,176.0,100936.0
20160319:1800,-25.49,78.05,0.0,-0.0,0.0,152.3,0.97,172.0,100926.0
20160319:1900,-27.07,76.95,0.0,-0.0,0.0,154.05,0.97,190.0,100926.0
20160319:2000,-28.56,76.7,0.0,-0.0,0.0,155.4,1.03,197.0,100946.0
20160319:2100,-29.78,76.3,0.0,-0.0,0.0,156.95,1.03,204.0,100985.0
20160319:2200,-30.39,75.9,13.2,95.87,6.9,159.45,1.03,209.0,101073.0
20160319:2300,-29.58,75.45,85.25,305.15,36.4,156.75,0.69,215.0,101064.0
20160320:0000,-27.51,76.4,176.9,463.32,61.2,161.2,0.41,209.0,101064.0
20160320:0100,-23.29,69.4,268.5,638.39,67.2,159.1,0.48,207.0,101093.0
20160320:0200,-20.05,65.9,340.35,757.51,68.2,158.3,0.48,204.0,101044.0
20160320:0300,-17.71,63.65,380.45,817.69,70.9,160.05,0.48,193.0,101044.0
20160320:0400,-15.98,61.4,388.75,852.93,71.55,162.55,0.48,177.0,100936.0
20160320:0500,-14.7,59.5,364.9,870.15,69.3,164.1,0.41,162.0,100896.0
20160320:0600,-13.94,58.45,311.25,869.96,64.0,166.0,0.41,151.0,100837.0
20160320:0700,-14.18,58.05,232.55,848.35,55.1,166.2,0.34,149.0,100818.0
20160320:0800,-14.61,62.35,139.3,815.72,41.65,165.8,0.34,88.0,100798.0
20160320:0900,-15.32,60.8,19.5,0.0,19.5,164.45,0.62,74.0,100778.0
20160320:1000,-16.18,63.75,0.0,-0.0,0.0,163.7,0.55,88.0,100857.0
20160320:1100,-17.17,67.3,0.0,-0.0,0.0,163.7,0.48,109.0,100769.0
20160320:1200,-18.09,70.25,0.0,-0.0,0.0,163.1,0.34,135.0,100788.0
20160320:1300,-19.11,73.2,0.0,-0.0,0.0,162.75,0.48,149.0,100759.0
20160320:1400,-20.2,75.95,0.0,-0.0,0.0,162.35,0.62,147.0,100759.0
20160320:1500,-21.27,78.6,0.0,-0.0,0.0,162.15,0.69,145.0,100769.0
20160320:1600,-22.32,80.3,0.0,-0.0,0.0,161.4,0.76,145.0,100749.0
20160320:1700,-23.36,79.5,0.0,-0.0,0.0,160.4,0.69,150.0,100769.0
20160320:1800,-24.4,78.75,0.0,-0.0,0.0,160.4,0.62,159.0,100729.0
20160320:1900,-26.0,77.6,0.0,-0.0,0.0,159.65,0.62,186.0,100729.0
20160320:2000,-27.15,76.8,0.0,-0.0,0.0,159.65,0.69,202.0,100749.0
20160320:2100,-28.12,76.2,0.0,-0.0,0.0,161.75,0.83,209.0,100759.0
20160320:2200,-29.16,75.95,16.3,110.89,8.25,162.55,0.83,212.0,100798.0
20160320:2300,-28.12,76.1,92.3,339.07,35.7,165.25,0.55,231.0,100857.0
20160321:0000,-25.94,74.35,179.3,457.15,62.05,166.0,0.41,200.0,100828.0
20160321:0100,-22.35,70.95,249.5,475.64,96.35,168.75,0.41,201.0,100837.0
20160321:0200,-19.2,67.05,336.6,692.71,83.2,166.95,0.41,210.0,100808.0
20160321:0300,-16.89,65.15,379.85,779.14,79.9,166.4,0.34,213.0,100798.0
20160321:0400,-15.24,63.7,390.05,823.7,78.55,167.95,0.28,212.0,100749.0
20160321:0500,-14.06,62.65,367.2,849.9,73.25,170.05,0.28,211.0,100710.0
20160321:0600,-13.36,62.0,313.05,839.1,69.5,170.45,0.21,200.0,100700.0
20160321:0700,-13.29,61.8,235.25,821.62,58.5,171.8,0.34,170.0,100660.0
20160321:0800,-13.47,60.4,142.6,779.82,44.65,171.6,0.07,112.0,100690.0
20160321:0900,-13.96,62.6,21.8,0.0,21.8,170.25,0.21,23.0,100719.0
20160321:1000,-14.6,65.15,0.0,-0.0,0.0,170.45,0.28,352.0,100759.0
20160321:1100,-15.19,67.6,0.0,-0.0,0.0,168.3,0.21,335.0,100739.0
20160321:1200,-15.84,70.1,0.0,-0.0,0.0,167.55,0.14,298.0,100739.0
20160321:1300,-16.94,73.45,0.0,-0.0,0.0,167.55,0.21,238.0,100749.0
20160321:1400,-18.29,77.25,0.0,-0.0,0.0,166.6,0.34,222.0,100759.0
20160321:1500,-19.65,80.6,0.0,-0.0,0.0,165.8,0.48,210.0,100759.0
20160321:1600,-20.96,81.3,0.0,-0.0,0.0,168.7,0.55,213.0,100769.0
20160321:1700,-22.21,80.3,0.0,-0.0,0.0,164.45,0.69,215.0,100798.0
20160321:1800,-23.24,79.6,0.0,-0.0,0.0,167.35,0.76,213.0,100808.0
20160321:1900,-24.69,78.6,0.0,-0.0,0.0,170.25,0.9,212.0,100857.0
20160321:2000,-26.18,78.0,0.0,-0.0,0.0,167.75,0.9,219.0,100867.0
20160321:2100,-27.15,77.3,0.0,-0.0,0.0,170.85,0.9,219.0,100936.0
20160321:2200,-28.14,76.9,18.65,103.81,10.4,169.1,0.9,219.0,100975.0
20160321:2300,-27.28,77.0,88.25,247.17,45.3,171.4,0.62,228.0,101014.0
20160322:0000,-24.41,75.1,164.25,322.91,79.25,182.95,0.62,207.0,101064.0
20160322:0100,-21.0,72.35,255.65,485.96,95.95,179.75,0.62,203.0,101113.0
20160322:0200,-18.36,69.65,316.6,520.23,122.9,183.95,0.62,206.0,101152.0
20160322:0300,-15.93,66.2,384.45,761.44,86.45,170.25,0.69,210.0,101152.0
20160322:0400,-14.14,63.7,394.05,808.87,83.1,168.7,0.69,215.0,101152.0
20160322:0500,-12.87,61.6,374.75,856.84,73.15,169.85,0.62,212.0,101142.0
20160322:0600,-12.1,60.2,322.8,867.79,65.7,171.4,0.62,208.0,101182.0
20160322:0700,-12.25,60.45,243.3,837.33,58.2,173.7,0.62,204.0,101191.0
20160322:0800,-12.73,67.4,149.85,799.71,44.7,171.6,0.69,198.0,101280.0
20160322:0900,-14.12,67.55,22.75,0.0,22.75,170.05,0.83,207.0,101319.0
20160322:1000,-15.67,69.0,0.0,-0.0,0.0,169.1,0.97,214.0,101378.0
20160322:1100,-16.71,70.85,0.0,-0.0,0.0,168.9,1.03,215.0,101467.0
20160322:1200,-17.83,73.1,0.0,-0.0,0.0,168.3,1.1,213.0,101457.0
20160322:1300,-19.04,75.2,0.0,-0.0,0.0,168.3,1.17,208.0,101496.0
20160322:1400,-20.67,78.25,0.0,-0.0,0.0,168.3,1.31,200.0,101506.0
20160322:1500,-22.04,80.25,0.0,-0.0,0.0,167.95,1.38,196.0,101536.0
20160322:1600,-23.4,81.4,0.0,-0.0,0.0,168.3,1.52,194.0,101565.0
20160322:1700,-24.68,81.6,0.0,-0.0,0.0,168.3,1.72,187.0,101595.0
20160322:1800,-25.62,81.3,0.0,-0.0,0.0,168.7,1.79,184.0,101545.0
20160322:1900,-25.98,81.85,0.0,-0.0,0.0,169.5,1.93,195.0,101614.0
20160322:2000,-26.61,81.15,0.0,-0.0,0.0,169.85,2.0,190.0,101634.0
20160322:2100,-26.82,80.6,0.0,-0.0,0.0,173.7,2.07,182.0,101644.0
20160322:2200,-26.51,79.65,23.15,133.75,11.6,173.15,1.93,181.0,101683.0
20160322:2300,-24.6,78.2,105.5,366.01,39.4,169.85,1.79,180.0,101673.0
20160323:0000,-21.02,73.45,195.95,484.7,65.1,174.7,1.59,179.0,101624.0
20160323:0100,-16.95,67.15,276.2,544.96,93.5,181.85,1.86,182.0,101536.0
20160323:0200,-14.17,64.7,304.65,390.02,156.9,191.25,2.21,184.0,101427.0
20160323:0300,-11.83,62.95,280.45,148.09,221.55,217.7,2.41,186.0,101280.0
20160323:0400,-10.01,61.55,243.7,49.66,224.3,233.3,2.62,192.0,101182.0
20160323:0500,-8.62,61.2,203.75,12.99,199.1,246.6,2.69,193.0,101005.0
20160323:0600,-7.6,62.1,156.55,1.49,156.1,257.0,2.83,197.0,100877.0
20160323:0700,-7.07,62.1,119.2,9.91,116.95,258.95,2.76,200.0,100798.0
20160323:0800,-6.84,64.35,71.35,1.09,71.2,257.0,2.21,202.0,100769.0
20160323:0900,-6.88,68.0,18.8,0.0,18.8,265.3,1.93,202.0,100847.0
20160323:1000,-7.09,71.2,0.0,-0.0,0.0,264.55,1.86,211.0,100896.0
20160323:1100,-7.62,74.0,0.0,-0.0,0.0,250.65,1.72,225.0,100926.0
20160323:1200,-8.71,78.65,0.0,-0.0,0.0,240.8,1.38,230.0,100916.0
20160323:1300,-9.65,78.5,0.0,-0.0,0.0,224.65,1.03,225.0,100946.0
20160323:1400,-9.32,76.3,0.0,-0.0,0.0,223.1,0.76,218.0,100965.0
20160323:1500,-10.18,78.25,0.0,-0.0,0.0,217.7,0.69,210.0,100995.0
20160323:1600,-10.72,79.1,0.0,-0.0,0.0,220.0,0.83,187.0,101005.0
20160323:1700,-12.71,82.55,0.0,-0.0,0.0,217.7,1.31,179.0,101014.0
20160323:1800,-14.25,85.0,0.0,-0.0,0.0,221.75,1.79,176.0,100936.0
20160323:1900,-14.26,86.45,0.0,-0.0,0.0,224.45,1.79,177.0,100926.0
20160323:2000,-13.78,85.7,0.0,-0.0,0.0,242.15,1.93,181.0,100877.0
20160323:2100,-13.04,84.9,0.0,-0.0,0.0,249.5,1.93,181.0,100837.0
20160323:2200,-12.16,84.65,19.6,87.42,11.45,252.0,1.79,184.0,100798.0
20160323:2300,-10.31,83.5,66.75,101.65,47.7,259.35,1.72,188.0,100798.0
20160324:0000,-7.61,78.45,166.2,329.63,75.0,247.4,1.59,193.0,100700.0
20160324:0100,-5.35,73.7,248.05,388.62,115.2,230.25,1.72,199.0,100641.0
20160324:0200,-3.42,70.6,279.7,342.72,147.65,239.1,1.93,204.0,100572.0
20160324:0300,-1.56,67.8,319.6,358.12,174.9,244.5,2.14,208.0,100474.0
20160324:0400,-0.22,66.4,289.5,225.4,200.05,257.4,2.21,206.0,100365.0
20160324:0500,0.74,65.8,267.85,160.78,209.3,257.8,2.28,200.0,100257.0
20160324:0600,1.34,66.35,244.6,240.08,170.6,254.15,2.21,194.0,100129.0
20160324:0700,1.18,68.95,193.45,270.11,130.55,244.1,2.14,191.0,100011.0
20160324:0800,0.81,71.3,111.3,113.13,95.1,252.8,2.14,190.0,99913.0
20160324:0900,0.1,73.15,43.45,43.01,41.5,254.9,2.41,202.0,99864.0
20160324:1000,-0.76,73.8,0.0,-0.0,0.0,248.55,2.69,220.0,99874.0
20160324:1100,-1.62,73.25,0.0,-0.0,0.0,232.15,2.9,237.0,99893.0
20160324:1200,-2.04,73.0,0.0,-0.0,0.0,240.65,2.9,247.0,99923.0
20160324:1300,-2.15,73.45,0.0,-0.0,0.0,261.45,2.76,252.0,99962.0
20160324:1400,-2.39,74.6,0.0,-0.0,0.0,271.1,2.48,250.0,100021.0
20160324:1500,-2.8,75.85,0.0,-0.0,0.0,273.05,2.34,243.0,100090.0
20160324:1600,-3.81,77.6,0.0,-0.0,0.0,246.05,2.34,235.0,100149.0
20160324:1700,-4.74,78.55,0.0,-0.0,0.0,233.9,2.41,228.0,100169.0
20160324:1800,-5.71,78.8,0.0,-0.0,0.0,219.6,2.48,224.0,100159.0
20160324:1900,-5.95,78.85,0.0,-0.0,0.0,227.9,2.48,219.0,100179.0
20160324:2000,-6.14,79.4,0.0,-0.0,0.0,245.25,2.34,219.0,100188.0
20160324:2100,-6.18,79.4,0.0,0.0,0.0,252.8,2.28,218.0,100198.0
20160324:2200,-6.13,79.2,20.45,46.96,15.75,248.35,2.14,219.0,100238.0
20160324:2300,-5.51,78.0,85.8,136.19,59.35,241.6,1.86,222.0,100218.0
20160325:0000,-4.25,76.0,177.6,344.25,80.05,230.8,1.52,225.0,100238.0
20160325:0100,-2.22,70.85,255.95,377.7,124.35,226.4,1.31,236.0,100267.0
20160325:0200,-0.04,64.1,327.0,548.57,112.1,245.85,1.31,272.0,100257.0
20160325:0300,0.47,63.7,341.1,505.4,133.7,236.2,2.21,339.0,100336.0
20160325:0400,-0.24,68.3,262.0,222.82,172.2,267.05,3.24,8.0,100444.0
20160325:0500,-1.52,72.0,173.95,121.69,128.9,283.45,3.17,18.0,100562.0
20160325:0600,-2.6,70.5,134.65,54.59,117.5,285.55,2.83,26.0,100651.0
20160325:0700,-3.12,69.25,181.0,380.55,90.15,245.65,2.55,35.0,100680.0
20160325:0800,-3.83,70.3,130.65,483.15,58.65,229.05,1.93,40.0,100719.0
20160325:0900,-5.09,73.95,57.95,520.97,31.3,223.1,1.79,44.0,100710.0
20160325:1000,-6.36,75.3,0.0,-0.0,0.0,222.9,1.72,46.0,100739.0
20160325:1100,-7.53,75.8,0.0,-0.0,0.0,219.05,1.59,46.0,100739.0
20160325:1200,-9.02,77.5,0.0,-0.0,0.0,215.35,1.38,44.0,100729.0
20160325:1300,-9.76,74.75,0.0,-0.0,0.0,208.05,1.17,37.0,100670.0
20160325:1400,-10.24,73.55,0.0,-0.0,0.0,201.85,1.03,21.0,100641.0
20160325:1500,-10.51,73.15,0.0,-0.0,0.0,199.95,0.9,10.0,100592.0
20160325:1600,-11.34,74.5,0.0,-0.0,0.0,206.5,0.9,4.0,100552.0
20160325:1700,-12.17,75.85,0.0,-0.0,0.0,204.95,0.83,6.0,100474.0
20160325:1800,-13.07,77.45,0.0,-0.0,0.0,199.95,0.76,14.0,100405.0
20160325:1900,-13.11,79.15,0.0,-0.0,0.0,198.0,0.9,11.0,100326.0
20160325:2000,-14.16,81.2,0.0,-0.0,0.0,195.5,0.9,16.0,100238.0
20160325:2100,-15.02,82.45,0.15,0.0,0.15,192.4,1.03,26.0,100208.0
20160325:2200,-15.65,82.35,32.4,89.31,22.85,201.85,1.1,22.0,100228.0
20160325:2300,-15.71,81.2,92.9,97.76,73.25,203.4,1.24,31.0,100129.0
20160326:0000,-13.43,74.9,161.95,148.26,118.95,210.15,0.97,30.0,100051.0
20160326:0100,-10.82,69.9,190.7,77.61,163.15,231.4,1.17,32.0,99982.0
20160326:0200,-9.35,67.45,205.75,35.04,191.8,242.75,1.93,43.0,99824.0
20160326:0300,-8.45,65.45,225.8,24.6,215.55,245.65,2.28,42.0,99697.0
20160326:0400,-7.8,63.5,226.75,20.16,218.5,249.9,2.62,38.0,99608.0
20160326:0500,-7.46,63.1,203.7,19.4,196.4,254.3,3.03,34.0,99500.0
20160326:0600,-7.34,64.3,170.5,13.9,166.05,256.45,3.24,29.0,99402.0
20160326:0700,-7.31,67.45,113.55,3.48,112.7,260.7,3.17,28.0,99293.0
20160326:0800,-7.58,70.4,75.9,7.43,74.75,261.45,3.17,25.0,99293.0
20160326:0900,-8.11,73.1,31.8,0.0,31.8,262.6,3.24,17.0,99274.0
20160326:1000,-8.71,75.25,0.0,-0.0,0.0,261.65,3.38,8.0,99293.0
20160326:1100,-9.24,76.15,0.0,-0.0,0.0,258.35,3.45,1.0,99284.0
20160326:1200,-9.64,76.1,0.0,-0.0,0.0,258.2,3.52,354.0,99303.0
